strategy,timestamp,direction,entry_price,exit_price,volume,profit_loss,profit_pips,trade_duration_minutes,confidence_score,pattern_detected,session,timeframe,stop_loss,take_profit,exit_reason,risk_amount,risk_percentage,actual_risk_reward
Optimal_Trade_Entry,2024-01-01,BUY,1.1027571155613405,1.1006860227022806,0.1,-20.71092859059931,-20.710928590599764,1260.0,0.9300326901047706,FVG_BEARISH,ASIAN,M15,1.101748820889514,1.1056101239293108,STOP_LOSS_HIT,200.0,0.02,0.2766974693164522
Optimal_Trade_Entry,2024-01-01,SELL,1.0814744090015478,1.0801087039714912,0.1,13.657050300566187,13.657050300565876,480.0,0.6365882910821485,FVG_BULLISH,ASIAN,H1,1.0827175725791862,1.0777086723275189,TARGET_HIT,200.0,0.02,2.123049274690773
Optimal_Trade_Entry,2024-01-02,BUY,1.089442067496434,1.093437690381415,0.1,39.95622884980899,39.956228849809534,1020.0,0.8591720204055425,FVG_BULLISH,ASIAN,M15,1.0881738549188262,1.0916984610060898,TARGET_HIT,200.0,0.02,2.9542926523999045
Optimal_Trade_Entry,2024-01-03,BUY,1.089086529340428,1.0915956429099354,0.1,25.091135695074485,25.091135695074442,960.0,0.7688199224226319,BULLISH_OB,ASIAN,M5,1.086659759090609,1.0916990902616355,TARGET_HIT,200.0,0.02,2.775936089246483
Optimal_Trade_Entry,2024-01-04,BUY,1.1162177425583253,1.1172839758643849,0.1,10.662333060595941,10.662333060595328,420.0,0.7942940203301165,FVG_BULLISH,ASIAN,M15,1.115047136808811,1.1198090746343905,TARGET_HIT,200.0,0.02,1.8353644215165268
Optimal_Trade_Entry,2024-01-05,BUY,1.0995488915930756,1.1005711894577,0.1,10.222978646243774,10.22297864624341,180.0,0.7666212844137628,JUDAS_SWING,ASIAN,M15,1.097600818221588,1.104531363512243,TARGET_HIT,200.0,0.02,3.4572773870069238
Optimal_Trade_Entry,2024-01-05,SELL,1.1175586768924999,1.1128801749153485,0.1,46.78501977151362,46.785019771513745,600.0,0.9153150711410362,FVG_BULLISH,ASIAN,H1,1.1197020364806258,1.1143490919162684,TARGET_HIT,200.0,0.02,3.477251873566051
Optimal_Trade_Entry,2024-01-07,BUY,1.118016889336921,1.1167876177609848,0.1,-12.292715759361085,-12.292715759361265,240.0,0.6300009785278238,FVG_BEARISH,ASIAN,M5,1.115222705836204,1.1200576673634517,STOP_LOSS_HIT,200.0,0.02,0.4864130108525052
Optimal_Trade_Entry,2024-01-07,SELL,1.0834907861482732,1.0845700378878127,0.1,-10.792517395394885,-10.792517395395322,1200.0,0.6680306324333225,BREAK_OF_STRUCTURE,ASIAN,M15,1.0863475174943564,1.0794930852921472,STOP_LOSS_HIT,200.0,0.02,0.8012428353836768
Optimal_Trade_Entry,2024-01-07,BUY,1.089705155635923,1.0886068227972214,0.1,-10.983328387015323,-10.98332838701606,1020.0,0.94668758014071,ORDER_BLOCK_BULLISH,ASIAN,M15,1.0883469027843764,1.0943544974508013,STOP_LOSS_HIT,200.0,0.02,0.14874234497868155
