trade_id,timestamp,strategy_name,strategy_version,ict_pattern,pattern_confidence,pattern_quality,confluence_score,confluences_str,market_session,session_phase,smart_money_enhanced,entry_method,entry_price,risk_percentage,initial_risk_reward,actual_risk_reward,net_pnl,pnl_pips,exit_method,trade_quality_score,execution_quality
ICT_20240101_000000_CHA,2024-01-01T00:00:00,CHANGE_OF_CHARACTER,1.0,CHANGE_OF_CHARACTER,0.6301592684384784,C,0.7722198343592117,"LIQUIDITY_POOL_PROXIMITY,INSTITUTIONAL_FLOW",ASIAN,mid,True,PATTERN_BREAKOUT,1.0945498535469507,0.02,1.6484810849395877,0.776107677542964,-20.240639353278016,-13.24063935327786,STOP_LOSS,58.210273912134646,average
ICT_20240101_000000_BUL,2024-01-01T00:00:00,BULLISH_OB,1.0,BULLISH_OB,0.7234367869265041,B,0.7841450650059875,"LIQUIDITY_POOL_PROXIMITY,RISK_REWARD_FAVORABLE,INSTITUTIONAL_FLOW",ASIAN,mid,True,PATTERN_BREAKOUT,1.0804861388516633,0.02,2.4235531991233215,0.7685763157962889,-13.01951727434491,-6.019517274344583,STOP_LOSS,56.306730232944815,average
ICT_20240101_000000_CHA,2024-01-01T00:00:00,CHANGE_OF_CHARACTER,1.0,CHANGE_OF_CHARACTER,0.7297210634612095,B,0.8763209897691255,"LIQUIDITY_POOL_PROXIMITY,RISK_REWARD_FAVORABLE,INSTITUTIONAL_FLOW",ASIAN,mid,True,PATTERN_BREAKOUT,1.091297324062093,0.02,2.4480351957928157,0.20824890479600155,-24.554991217891835,-17.55499121789226,STOP_LOSS,58.79965664806443,average
ICT_20240101_000000_FVG,2024-01-01T00:00:00,FVG_BULLISH,1.0,FVG_BULLISH,0.777916803101611,B,0.822071553275471,"RISK_REWARD_FAVORABLE,PATTERN_QUALITY_HIGH",ASIAN,mid,False,PATTERN_BREAKOUT,1.1179236044057717,0.02,4.5308981059521,0.626343544168694,-13.747223046972284,-6.747223046972836,STOP_LOSS,58.889292924935106,average
ICT_20240101_000000_BEA,2024-01-01T00:00:00,BEARISH_OB,1.0,BEARISH_OB,0.6857744840543941,D,0.5,,ASIAN,mid,False,PATTERN_BREAKOUT,1.1170888474610452,0.02,1.0209236212294215,2.6907720107253486,14.02367241607395,21.02367241607461,TAKE_PROFIT,78.07323452163183,good
ICT_20240101_000000_BUL,2024-01-01T00:00:00,BULLISH_OB,1.0,BULLISH_OB,0.9309111280152843,B,0.6839776638476616,"RISK_REWARD_FAVORABLE,PATTERN_QUALITY_HIGH",ASIAN,mid,False,PATTERN_BREAKOUT,1.0944211641974735,0.02,2.4400697353165004,3.4132314663019523,9.169013178413127,16.16901317841233,TAKE_PROFIT,80.02677543665007,good
ICT_20240101_000000_FVG,2024-01-01T00:00:00,FVG_BULLISH,1.0,FVG_BULLISH,0.711138536840446,C,0.6512507203260768,RISK_REWARD_FAVORABLE,ASIAN,mid,False,PATTERN_BREAKOUT,1.1031201164226627,0.02,3.525029139304144,0.5974404504585272,-25.49694552591208,-18.496945525911386,STOP_LOSS,57.6154241133653,average
ICT_20240101_000000_BEA,2024-01-01T00:00:00,BEARISH_OB,1.0,BEARISH_OB,0.7019045969609806,D,0.5,,ASIAN,mid,False,PATTERN_BREAKOUT,1.1157511639611086,0.02,1.6793275132191925,2.7521156726207465,37.822009859815104,44.822009859815026,TAKE_PROFIT,78.55713790882942,good
ICT_20240101_000000_CHA,2024-01-01T00:00:00,MULTI_CONFLUENCE_SUPREME,2.5,CHANGE_OF_CHARACTER,0.859532635414813,B,0.7789475339026101,"LIQUIDITY_POOL_PROXIMITY,RISK_REWARD_FAVORABLE,PATTERN_QUALITY_HIGH,INSTITUTIONAL_FLOW",ASIAN,mid,True,PATTERN_BREAKOUT,1.0822669786447776,0.02,2.4592559966244685,3.0163884054176258,32.05747097929347,39.0574709792938,TAKE_PROFIT,85.25966741000964,excellent
ICT_20240101_000000_BEA,2024-01-01T00:00:00,BEARISH_OB,1.0,BEARISH_OB,0.8982054778057689,B,0.722014073767319,"RISK_REWARD_FAVORABLE,PATTERN_QUALITY_HIGH",ASIAN,mid,False,PATTERN_BREAKOUT,1.1035964780616763,0.02,3.3960151475053624,1.5149958854815686,13.832855660457565,20.832855660457618,TAKE_PROFIT,74.99651617835605,good
