strategy,timestamp,direction,entry_price,exit_price,volume,profit_loss,profit_pips,trade_duration_minutes,confidence_score,pattern_detected,session,timeframe,stop_loss,take_profit,exit_reason,risk_amount,risk_percentage,actual_risk_reward
Silver_Bullet_Theory,2024-01-01,BUY,1.0938093858008555,1.0974484023174473,0.1,36.3901651659182,36.39016516591847,960.0,0.821568674882196,LIQUIDITY_SWEEP,ASIAN,M15,1.0914338488430677,1.0966281529187127,TARGET_HIT,200.0,0.02,1.8108905618520017
Silver_Bullet_Theory,2024-01-01,SELL,1.100155176485338,1.0980714175933264,0.1,20.837588920115113,20.837588920114314,600.0,0.8676566653255038,SILVER_BULLET,ASIAN,M15,1.102563736665477,1.0963962922727293,TARGET_HIT,200.0,0.02,2.987990107481782
Silver_Bullet_Theory,2024-01-01,BUY,1.0991390367001848,1.0986049422787432,0.1,-5.340944214415888,-5.340944214415428,240.0,0.7554400282500684,JUDAS_SWING,ASIAN,H1,1.097341380509149,1.1033240490260197,STOP_LOSS_HIT,200.0,0.02,0.6042814704522854
Silver_Bullet_Theory,2024-01-02,SELL,1.1094749969981677,1.107576985236685,0.1,18.980117614826323,18.980117614825467,540.0,0.9149467536863929,LIQUIDITY_SWEEP,ASIAN,M5,1.1123951422050589,1.1050127913280563,TARGET_HIT,200.0,0.02,1.5851553302128103
Silver_Bullet_Theory,2024-01-02,SELL,1.0988521096280053,1.0955017147296706,0.1,33.50394898334663,33.503948983345545,480.0,0.7623703309125915,LIQUIDITY_SWEEP,ASIAN,M5,1.1004546057175635,1.0964129874386195,TARGET_HIT,200.0,0.02,2.8922415116048663
Silver_Bullet_Theory,2024-01-02,BUY,1.080383327595963,1.081915167452317,0.1,15.31839856354189,15.318398563541212,360.0,0.6046415856032091,BREAK_OF_STRUCTURE,ASIAN,M15,1.0782548368904608,1.0833504036715098,TARGET_HIT,200.0,0.02,3.286016479727238
Silver_Bullet_Theory,2024-01-02,SELL,1.1098382417743395,1.1072232690457229,0.1,26.149727286166605,26.149727286166065,840.0,0.8180853157258854,LIQUIDITY_SWEEP,ASIAN,M15,1.1117178185845715,1.1052300176637535,TARGET_HIT,200.0,0.02,2.054853591403555
Silver_Bullet_Theory,2024-01-03,SELL,1.0991734005384965,1.0979897264587049,0.1,11.836740797916967,11.836740797917411,120.0,0.8364121110266323,FVG_BEARISH,ASIAN,M5,1.1015083456426615,1.0948087076876112,TARGET_HIT,200.0,0.02,2.573047144896858
Silver_Bullet_Theory,2024-01-04,SELL,1.0877374623236131,1.0837405006723158,0.1,39.96961651297371,39.96961651297391,780.0,0.663219028081329,SILVER_BULLET,ASIAN,M15,1.089633907093066,1.0847437467247956,TARGET_HIT,200.0,0.02,2.2695053878903
Silver_Bullet_Theory,2024-01-05,BUY,1.1121100531667143,1.1099538544127356,0.1,-21.561987539786557,-21.561987539787303,1260.0,0.6253328701384258,BULLISH_OB,ASIAN,M5,1.1094640893587484,1.1163686011748164,STOP_LOSS_HIT,200.0,0.02,0.7095722868938216
