trade_id,timestamp,strategy_name,strategy_version,ict_pattern,pattern_confidence,pattern_quality,confluence_score,confluences_str,market_session,session_phase,smart_money_enhanced,entry_method,entry_price,risk_percentage,initial_risk_reward,actual_risk_reward,net_pnl,pnl_pips,exit_method,trade_quality_score,execution_quality
ICT_20240101_000000_BUL,2024-01-01T00:00:00,BULLISH_OB,1.0,BULLISH_OB,0.8410764067294358,B,0.6949218469427484,"LIQUIDITY_POOL_PROXIMITY,PATTERN_QUALITY_HIGH,INSTITUTIONAL_FLOW",ASIAN,mid,True,PATTERN_BREAKOUT,1.0899612474729934,0.02,1.62139323363719,1.9948140718134348,38.72435890664028,45.7243589066397,TAKE_PROFIT,72.6053383754518,good
ICT_20240101_000000_SIL,2024-01-01T00:00:00,SILVER_BULLET_CLASSIC,1.0,SILVER_BULLET,0.8530630568410914,B,0.7773609126792215,"PATTERN_QUALITY_HIGH,SESSION_OPTIMIZATION,MULTI_TIMEFRAME_SYNC",ASIAN,mid,False,KILLZONE_ENTRY,1.1110105578646527,0.02,1.26693887350026,0.14956475174183315,-18.1308598705806,-11.130859870580476,STOP_LOSS,60.025914522213284,average
ICT_20240101_000000_LIQ,2024-01-01T00:00:00,LIQUIDITY_SWEEP,1.0,LIQUIDITY_SWEEP,0.6885251997342398,D,0.5,,ASIAN,mid,False,PATTERN_BREAKOUT,1.1033052373923693,0.02,1.468958858564582,0.7304990715161327,-20.753323138554485,-13.753323138554453,STOP_LOSS,53.155755992027196,poor
ICT_20240101_000000_JUD,2024-01-01T00:00:00,JUDAS_SWING_LONDON,1.0,JUDAS_SWING,0.7656213730980104,B,0.7996685481602245,"LIQUIDITY_POOL_PROXIMITY,PATTERN_QUALITY_HIGH,INSTITUTIONAL_FLOW",ASIAN,mid,True,PATTERN_BREAKOUT,1.11415533896863,0.02,1.47395855910295,0.3764981621265172,-23.313563325109914,-16.313563325110557,STOP_LOSS,62.96035489694592,average
ICT_20240101_000000_BRE,2024-01-01T00:00:00,BREAK_OF_STRUCTURE,1.0,BREAK_OF_STRUCTURE,0.7883304406088839,B,0.8331524144323608,PATTERN_QUALITY_HIGH,ASIAN,mid,False,PATTERN_BREAKOUT,1.096543373608356,0.02,0.9705197569630275,0.21319758631753719,-12.929846060235278,-5.929846060234856,STOP_LOSS,59.478723579075535,average
ICT_20240101_000000_CHA,2024-01-01T00:00:00,CHANGE_OF_CHARACTER,1.0,CHANGE_OF_CHARACTER,0.7235142239670027,C,0.6964784786929916,RISK_REWARD_FAVORABLE,ASIAN,mid,False,PATTERN_BREAKOUT,1.0932992724627748,0.02,2.077669097564491,3.2640495207362883,17.3770991252501,24.3770991252512,TAKE_PROFIT,79.11738868633486,good
ICT_20240101_000000_CHA,2024-01-01T00:00:00,CHANGE_OF_CHARACTER,1.0,CHANGE_OF_CHARACTER,0.6644067202980755,C,0.7039007229252696,"LIQUIDITY_POOL_PROXIMITY,INSTITUTIONAL_FLOW",ASIAN,mid,True,PATTERN_BREAKOUT,1.0862146421402354,0.02,1.3873046476420872,2.821808722237221,18.533817100176215,25.53381710017677,TAKE_PROFIT,77.529719682074,good
ICT_20240101_000000_CHA,2024-01-01T00:00:00,MULTI_CONFLUENCE_SUPREME,2.5,CHANGE_OF_CHARACTER,0.9314748722354782,A,0.8064163983370254,"LIQUIDITY_POOL_PROXIMITY,PATTERN_QUALITY_HIGH,INSTITUTIONAL_FLOW,RISK_REWARD_FAVORABLE",ASIAN,mid,True,PATTERN_BREAKOUT,1.083685534479383,0.02,4.166772530056252,2.040399319631786,39.84627664779396,46.84627664779322,TAKE_PROFIT,88.10465612548998,excellent
ICT_20240102_000000_FVG,2024-01-02T00:00:00,SMART_MONEY_INSTITUTIONAL,3.0,FVG_BEARISH,0.647173814024951,B,0.8932771091772836,"LIQUIDITY_POOL_PROXIMITY,INSTITUTIONAL_FLOW",ASIAN,mid,True,PATTERN_BREAKOUT,1.1077380210443075,0.02,0.9015599130284337,0.6584856334782867,-12.799012419862581,-5.7990124198625175,STOP_LOSS,56.74714215018062,average
ICT_20240102_000000_FVG,2024-01-02T00:00:00,SMART_MONEY_INSTITUTIONAL,3.0,FVG_BULLISH,0.8834820074400831,A,0.8264693366994985,"LIQUIDITY_POOL_PROXIMITY,PATTERN_QUALITY_HIGH,INSTITUTIONAL_FLOW,RISK_REWARD_FAVORABLE",ASIAN,mid,True,PATTERN_BREAKOUT,1.1185547741276072,0.02,3.2915231374675264,3.1607832297938647,13.128498447271603,20.128498447272364,TAKE_PROFIT,87.16619364068995,excellent
