trade_id,timestamp,strategy_name,strategy_version,ict_pattern,pattern_confidence,pattern_quality,confluence_score,confluences_str,market_session,session_phase,smart_money_enhanced,entry_method,entry_price,risk_percentage,initial_risk_reward,actual_risk_reward,net_pnl,pnl_pips,exit_method,trade_quality_score,execution_quality
ICT_20240101_000000_LIQ,2024-01-01T00:00:00,LIQUIDITY_SWEEP,1.0,LIQUIDITY_SWEEP,0.821568674882196,B,0.8233645279217515,"PATTERN_QUALITY_HIGH,LIQUIDITY_POOL_PROXIMITY,INSTITUTIONAL_FLOW",ASIAN,mid,True,PATTERN_BREAKOUT,1.0938093858008555,0.02,1.1865810416530722,1.8108905618520017,29.390165165918198,36.39016516591847,TAKE_PROFIT,75.23117344450966,good
ICT_20240101_000000_CHA,2024-01-01T00:00:00,MULTI_CONFLUENCE_SUPREME,2.5,CHANGE_OF_CHARACTER,0.9312064394760459,A,0.7930419644424406,"PATTERN_QUALITY_HIGH,LIQUIDITY_POOL_PROXIMITY,RISK_REWARD_FAVORABLE,INSTITUTIONAL_FLOW",ASIAN,mid,True,PATTERN_BREAKOUT,1.1167509568335228,0.02,3.176822476778104,3.2240219487529167,38.246518695560844,45.246518695560454,TAKE_PROFIT,82.76224229534239,good
ICT_20240101_000000_JUD,2024-01-01T00:00:00,JUDAS_SWING_LONDON,1.0,JUDAS_SWING,0.761706425495081,B,0.8172324555477265,PATTERN_QUALITY_HIGH,ASIAN,mid,False,PATTERN_BREAKOUT,1.1134075014759193,0.02,1.697747169173444,0.17414486208903546,-25.227878349137416,-18.2278783491375,STOP_LOSS,63.28200415354559,average
ICT_20240101_000000_SIL,2024-01-01T00:00:00,SILVER_BULLET_CLASSIC,1.0,SILVER_BULLET,0.8676566653255038,B,0.7406578461292505,"MULTI_TIMEFRAME_SYNC,PATTERN_QUALITY_HIGH,SESSION_OPTIMIZATION,INSTITUTIONAL_FLOW,LIQUIDITY_POOL_PROXIMITY",ASIAN,mid,True,KILLZONE_ENTRY,1.100155176485338,0.02,1.560635371955491,2.987990107481782,13.837588920115113,20.837588920114314,TAKE_PROFIT,84.54614611299638,good
ICT_20240101_000000_JUD,2024-01-01T00:00:00,JUDAS_SWING_LONDON,1.0,JUDAS_SWING,0.8712754434263001,B,0.8013758091924534,"PATTERN_QUALITY_HIGH,RISK_REWARD_FAVORABLE",ASIAN,mid,False,PATTERN_BREAKOUT,1.1159959685249217,0.02,2.2563152676266816,0.6651116765745528,-22.826566950194465,-15.826566950195282,STOP_LOSS,61.17265853260034,average
ICT_20240102_000000_ORD,2024-01-02T00:00:00,ORDER_BLOCK_BULLISH,1.5,ORDER_BLOCK_BULLISH,0.6575385663840638,C,0.7499983528325952,"VOLUME_CONFIRMATION,RISK_REWARD_FAVORABLE,INSTITUTIONAL_FLOW,LIQUIDITY_POOL_PROXIMITY,STRUCTURE_ALIGNMENT",ASIAN,mid,True,ORDER_BLOCK_RETEST,1.1160533978011884,0.02,2.7850011325824706,2.41263439323414,28.070820606031283,35.07082060603186,TAKE_PROFIT,83.47611581233679,good
ICT_20240101_000000_BEA,2024-01-01T00:00:00,MULTI_CONFLUENCE_SUPREME,2.5,BEARISH_OB,0.7757216454801008,B,0.8156742371194615,"PATTERN_QUALITY_HIGH,LIQUIDITY_POOL_PROXIMITY,RISK_REWARD_FAVORABLE,INSTITUTIONAL_FLOW",ASIAN,mid,True,PATTERN_BREAKOUT,1.104358561561577,0.02,2.588703755492799,1.9676929628861923,29.972172075933067,36.972172075933194,TAKE_PROFIT,73.66350529238956,good
ICT_20240101_000000_JUD,2024-01-01T00:00:00,JUDAS_SWING_LONDON,1.0,JUDAS_SWING,0.7554400282500684,B,0.8175355689963532,"PATTERN_QUALITY_HIGH,LIQUIDITY_POOL_PROXIMITY,RISK_REWARD_FAVORABLE,INSTITUTIONAL_FLOW",ASIAN,mid,True,PATTERN_BREAKOUT,1.0991390367001848,0.02,2.328038223718168,0.6042814704522854,-12.340944214415888,-5.340944214415428,STOP_LOSS,58.10159007241088,average
ICT_20240102_000000_BEA,2024-01-02T00:00:00,BEARISH_OB,1.0,BEARISH_OB,0.7560367113933958,C,0.6191363187029155,PATTERN_QUALITY_HIGH,ASIAN,mid,False,PATTERN_BREAKOUT,1.1115265668164231,0.02,1.6553038064781882,1.6179117289766967,29.146238452963168,36.14623845296285,TAKE_PROFIT,68.15950930937476,average
ICT_20240101_000000_BRE,2024-01-01T00:00:00,BREAK_OF_STRUCTURE,1.0,BREAK_OF_STRUCTURE,0.7964291273399238,B,0.8477092242813342,PATTERN_QUALITY_HIGH,ASIAN,mid,False,PATTERN_BREAKOUT,1.1033714569535222,0.02,1.6059654963530974,0.7749237717846136,-18.158867630929326,-11.15886763092853,STOP_LOSS,65.08560442723106,average
ICT_20240102_000000_SIL,2024-01-02T00:00:00,SILVER_BULLET_CLASSIC,1.0,SILVER_BULLET,0.84177253083593,B,0.6915618227097091,"MULTI_TIMEFRAME_SYNC,PATTERN_QUALITY_HIGH,SESSION_OPTIMIZATION,INSTITUTIONAL_FLOW,LIQUIDITY_POOL_PROXIMITY",ASIAN,mid,True,KILLZONE_ENTRY,1.1032432221789592,0.02,1.6792920907889453,1.7151582834198127,22.645484090146113,29.64548409014721,TAKE_PROFIT,77.54222149282063,good
ICT_20240101_000000_SIL,2024-01-01T00:00:00,SILVER_BULLET_CLASSIC,1.0,SILVER_BULLET,0.6719324579457521,C,0.7772113761682211,"MULTI_TIMEFRAME_SYNC,SESSION_OPTIMIZATION,RISK_REWARD_FAVORABLE,INSTITUTIONAL_FLOW,LIQUIDITY_POOL_PROXIMITY",ASIAN,mid,True,KILLZONE_ENTRY,1.0882608376947964,0.02,2.0466235233049073,0.23552772882324613,-30.02608446706822,-23.026084467068046,STOP_LOSS,54.588258142578084,poor
ICT_20240101_000000_FVG,2024-01-01T00:00:00,FVG_BEARISH,1.0,FVG_BEARISH,0.732784525707572,B,0.9121219811793294,RISK_REWARD_FAVORABLE,ASIAN,mid,False,PATTERN_BREAKOUT,1.1148086234827588,0.02,2.908974766569344,2.508184944976602,38.53629935820203,45.53629935820232,TAKE_PROFIT,84.7865853007104,good
ICT_20240101_000000_BEA,2024-01-01T00:00:00,BEARISH_OB,1.0,BEARISH_OB,0.6261233396161671,C,0.8551521022501792,"LIQUIDITY_POOL_PROXIMITY,INSTITUTIONAL_FLOW",ASIAN,mid,True,PATTERN_BREAKOUT,1.118472861188241,0.02,0.9885428430773067,0.6795254318564324,-29.90155711988318,-22.901557119882824,STOP_LOSS,60.16250274473949,average
ICT_20240101_000000_BEA,2024-01-01T00:00:00,BEARISH_OB,1.0,BEARISH_OB,0.6995174569434294,B,0.8174631163975037,"LIQUIDITY_POOL_PROXIMITY,INSTITUTIONAL_FLOW",ASIAN,mid,True,PATTERN_BREAKOUT,1.1093555237394337,0.02,1.476492820969292,3.222305636422401,20.164030750230776,27.164030750230435,TAKE_PROFIT,86.42210161824048,excellent
ICT_20240102_000000_LIQ,2024-01-02T00:00:00,LIQUIDITY_SWEEP,1.0,LIQUIDITY_SWEEP,0.9149467536863929,B,0.6739081731987892,PATTERN_QUALITY_HIGH,ASIAN,mid,False,PATTERN_BREAKOUT,1.1094749969981677,0.02,1.5280766379634316,1.5851553302128103,11.980117614826323,18.980117614825467,TAKE_PROFIT,79.29610694056151,good
ICT_20240101_000000_FVG,2024-01-01T00:00:00,FVG_BULLISH,1.0,FVG_BULLISH,0.8381726073379792,C,0.6576748955603238,"PATTERN_QUALITY_HIGH,LIQUIDITY_POOL_PROXIMITY,INSTITUTIONAL_FLOW",ASIAN,mid,True,PATTERN_BREAKOUT,1.1014371075345752,0.02,1.546868123123025,1.635897831058991,30.955778010849706,37.9557780108498,TAKE_PROFIT,71.58705060914747,good
ICT_20240102_000000_LIQ,2024-01-02T00:00:00,LIQUIDITY_SWEEP,1.0,LIQUIDITY_SWEEP,0.7623703309125915,B,0.8132043730230446,"PATTERN_QUALITY_HIGH,LIQUIDITY_POOL_PROXIMITY,INSTITUTIONAL_FLOW",ASIAN,mid,True,PATTERN_BREAKOUT,1.0988521096280053,0.02,1.5220768432940448,2.8922415116048663,26.503948983346632,33.503948983345545,TAKE_PROFIT,88.20121925295386,excellent
ICT_20240102_000000_BUL,2024-01-02T00:00:00,BULLISH_OB,1.0,BULLISH_OB,0.9443259058259228,A,0.7650631271213346,"PATTERN_QUALITY_HIGH,RISK_REWARD_FAVORABLE",ASIAN,mid,False,PATTERN_BREAKOUT,1.1149175340926913,0.02,3.6468777914636914,2.386097813442964,8.15711796849395,15.157117968494,TAKE_PROFIT,87.45635535281104,excellent
ICT_20240102_000000_BRE,2024-01-02T00:00:00,BREAK_OF_STRUCTURE,1.0,BREAK_OF_STRUCTURE,0.6046415856032091,D,0.5,,ASIAN,mid,False,PATTERN_BREAKOUT,1.080383327595963,0.02,1.3939812224112775,3.286016479727238,8.31839856354189,15.318398563541212,TAKE_PROFIT,70.63924756809627,good
ICT_20240102_000000_LIQ,2024-01-02T00:00:00,SMART_MONEY_INSTITUTIONAL,3.0,LIQUIDITY_SWEEP,0.8180853157258854,B,0.7927287855803491,"PATTERN_QUALITY_HIGH,LIQUIDITY_POOL_PROXIMITY,RISK_REWARD_FAVORABLE,INSTITUTIONAL_FLOW",ASIAN,mid,True,PATTERN_BREAKOUT,1.1098382417743395,0.02,2.4517349253831586,2.054853591403555,19.149727286166605,26.149727286166065,TAKE_PROFIT,84.3607791112853,good
ICT_20240103_000000_ORD,2024-01-03T00:00:00,ORDER_BLOCK_BULLISH,1.5,ORDER_BLOCK_BULLISH,0.8268808026341538,B,0.7780930028953144,"PATTERN_QUALITY_HIGH,VOLUME_CONFIRMATION,STRUCTURE_ALIGNMENT",ASIAN,mid,False,ORDER_BLOCK_RETEST,1.097751846827654,0.02,1.4545750677876463,0.4016808300106026,-16.24869847813925,-9.248698478139685,STOP_LOSS,59.25874915140747,average
ICT_20240102_000000_SIL,2024-01-02T00:00:00,SILVER_BULLET_CLASSIC,1.0,SILVER_BULLET,0.7304804972769758,B,0.7960668855266607,"MULTI_TIMEFRAME_SYNC,LIQUIDITY_POOL_PROXIMITY,SESSION_OPTIMIZATION,INSTITUTIONAL_FLOW",ASIAN,mid,True,KILLZONE_ENTRY,1.108503564065259,0.02,0.7902113775434909,2.100677109741759,4.720374310266735,11.720374310266228,TAKE_PROFIT,86.8160870564758,excellent
ICT_20240102_000000_BEA,2024-01-02T00:00:00,BEARISH_OB,1.0,BEARISH_OB,0.690866309897114,D,0.5,,ASIAN,mid,False,PATTERN_BREAKOUT,1.0989006668031918,0.02,1.812903255950748,2.464558443292808,3.905387539288382,10.905387539288274,TAKE_PROFIT,78.22598929691341,good
ICT_20240103_000000_BUL,2024-01-03T00:00:00,BULLISH_OB,1.0,BULLISH_OB,0.8890241891910895,A,0.8399102183471032,"PATTERN_QUALITY_HIGH,LIQUIDITY_POOL_PROXIMITY,INSTITUTIONAL_FLOW",ASIAN,mid,True,PATTERN_BREAKOUT,1.0951906555151383,0.02,1.3995808631383777,0.13788480102690076,-25.725059441062623,-18.725059441063586,STOP_LOSS,62.668481134410264,average
ICT_20240104_000000_BUL,2024-01-04T00:00:00,SMART_MONEY_INSTITUTIONAL,3.0,BULLISH_OB,0.8829617461650556,A,0.841459418781192,"PATTERN_QUALITY_HIGH,LIQUIDITY_POOL_PROXIMITY,RISK_REWARD_FAVORABLE,INSTITUTIONAL_FLOW",ASIAN,mid,True,PATTERN_BREAKOUT,1.0940643438276658,0.02,2.0843331510930447,0.4912818302948101,-22.402312127594797,-15.402312127594573,STOP_LOSS,57.52533785448147,average
ICT_20240104_000000_LIQ,2024-01-04T00:00:00,SMART_MONEY_INSTITUTIONAL,3.0,LIQUIDITY_SWEEP,0.8333682599911494,B,0.7793246901851817,"PATTERN_QUALITY_HIGH,LIQUIDITY_POOL_PROXIMITY,INSTITUTIONAL_FLOW",ASIAN,mid,True,PATTERN_BREAKOUT,1.0881662083668602,0.02,1.9633574867321943,2.2220919716327314,20.411968657942158,27.411968657941586,TAKE_PROFIT,89.48416505436403,excellent
ICT_20240103_000000_FVG,2024-01-03T00:00:00,FVG_BEARISH,1.0,FVG_BEARISH,0.8364121110266323,B,0.7573864398788545,PATTERN_QUALITY_HIGH,ASIAN,mid,False,PATTERN_BREAKOUT,1.0991734005384965,0.02,1.8692914206418776,2.573047144896858,4.836740797916967,11.836740797917411,TAKE_PROFIT,89.02702432777033,excellent
ICT_20240102_000000_SIL,2024-01-02T00:00:00,SILVER_BULLET_CLASSIC,1.0,SILVER_BULLET,0.8041587148959326,B,0.7230776842843047,"PATTERN_QUALITY_HIGH,MULTI_TIMEFRAME_SYNC,SESSION_OPTIMIZATION",ASIAN,mid,False,KILLZONE_ENTRY,1.0806570914744735,0.02,1.2780466278687743,1.9930683634791613,22.320137611956735,29.32013761195585,TAKE_PROFIT,72.2017035539856,good
ICT_20240103_000000_JUD,2024-01-03T00:00:00,JUDAS_SWING_LONDON,1.0,JUDAS_SWING,0.8137182838532245,C,0.6291627117399097,PATTERN_QUALITY_HIGH,ASIAN,mid,False,PATTERN_BREAKOUT,1.1002950365995512,0.02,1.5578548158439811,0.14944628920794678,-14.106982062605738,-7.1069820626061,STOP_LOSS,60.140616309094476,average
ICT_20240102_000000_JUD,2024-01-02T00:00:00,JUDAS_SWING_LONDON,1.0,JUDAS_SWING,0.7126393511934361,C,0.7364209645102524,"LIQUIDITY_POOL_PROXIMITY,INSTITUTIONAL_FLOW",ASIAN,mid,True,PATTERN_BREAKOUT,1.094113956622958,0.02,1.5452899871434167,2.1482552350594073,36.142232948218954,43.14223294821972,TAKE_PROFIT,84.7897046485594,good
ICT_20240102_000000_LIQ,2024-01-02T00:00:00,LIQUIDITY_SWEEP,1.0,LIQUIDITY_SWEEP,0.9416504736598137,A,0.8354140555157773,"PATTERN_QUALITY_HIGH,LIQUIDITY_POOL_PROXIMITY,INSTITUTIONAL_FLOW",ASIAN,mid,True,PATTERN_BREAKOUT,1.0807129251395513,0.02,1.5023944928129602,2.505079951282752,12.812526592619676,19.812526592620394,TAKE_PROFIT,94.13486559768884,excellent
ICT_20240105_000000_JUD,2024-01-05T00:00:00,JUDAS_SWING_LONDON,1.0,JUDAS_SWING,0.6803397738891561,D,0.5,,ASIAN,mid,False,PATTERN_BREAKOUT,1.1050541533774472,0.02,1.5520414067844537,2.2896270461291683,31.26551662689637,38.265516626895376,TAKE_PROFIT,72.91019321667468,good
ICT_20240103_000000_ORD,2024-01-03T00:00:00,ORDER_BLOCK_BULLISH,1.5,ORDER_BLOCK_BULLISH,0.7563165033143641,B,0.7727260282693997,"PATTERN_QUALITY_HIGH,VOLUME_CONFIRMATION,STRUCTURE_ALIGNMENT",ASIAN,mid,False,ORDER_BLOCK_RETEST,1.1077523754795902,0.02,1.2531220995971075,1.7729545963782658,13.291907301708267,20.29190730170864,TAKE_PROFIT,77.00764580616591,good
