strategy,timestamp,direction,entry_price,exit_price,volume,profit_loss,profit_pips,trade_duration_minutes,confidence_score,pattern_detected,session,timeframe,stop_loss,take_profit,exit_reason,risk_amount,risk_percentage,actual_risk_reward
Silver_Bullet_Theory,2024-01-01,SELL,1.0899612474729934,1.0853888115823294,0.1,45.72435890664028,45.7243589066397,1080.0,0.8410764067294358,BULLISH_OB,ASIAN,M5,1.0928588113920874,1.085263156940543,TARGET_HIT,200.0,0.02,1.9948140718134348
Silver_Bullet_Theory,2024-01-01,BUY,1.1110105578646527,1.1098974718775947,0.1,-11.1308598705806,-11.130859870580476,660.0,0.8530630568410914,SILVER_BULLET,ASIAN,M5,1.10820999981304,1.1145586937277352,STOP_LOSS_HIT,200.0,0.02,0.14956475174183315
Silver_Bullet_Theory,2024-01-01,SELL,1.1033052373923693,1.1046805697062247,0.1,-13.753323138554487,-13.753323138554453,420.0,0.6885251997342398,LIQUIDITY_SWEEP,ASIAN,H1,1.1053574550713656,1.1002906140531048,STOP_LOSS_HIT,200.0,0.02,0.7304990715161327
Silver_Bullet_Theory,2024-01-02,BUY,1.096133095009594,1.093880573984068,0.1,-22.52521025525978,-22.525210255260188,720.0,0.7064390408978136,CHANGE_OF_CHARACTER,ASIAN,M15,1.0943357926205235,1.0998424958537436,STOP_LOSS_HIT,200.0,0.02,0.3754935880541693
Silver_Bullet_Theory,2024-01-02,BUY,1.1138256562398372,1.1114683417949902,0.1,-23.573144448469918,-23.573144448470696,600.0,0.8395581466837271,BEARISH_OB,ASIAN,M15,1.1111878980765164,1.1167551571880097,STOP_LOSS_HIT,200.0,0.02,0.3249512893108947
Silver_Bullet_Theory,2024-01-02,BUY,1.1159739941460265,1.118207505300589,0.1,22.335111545626063,22.335111545625924,600.0,0.8487109690577138,BEARISH_OB,ASIAN,H1,1.1145543147062964,1.1205924326461854,TARGET_HIT,200.0,0.02,2.870902038798418
Silver_Bullet_Theory,2024-01-03,BUY,1.1105604609293198,1.1084617775828218,0.1,-20.98683346497987,-20.986833464980055,1200.0,0.7946726803897739,FVG_BEARISH,ASIAN,H1,1.1095407658587837,1.1139731566287465,STOP_LOSS_HIT,200.0,0.02,0.42320859214599815
Silver_Bullet_Theory,2024-01-04,BUY,1.103371543336493,1.101773364639911,0.1,-15.981786965819646,-15.981786965819115,420.0,0.7086328343116308,BREAK_OF_STRUCTURE,ASIAN,M5,1.1011227402325654,1.105881495378552,STOP_LOSS_HIT,200.0,0.02,0.1516901354280661
Silver_Bullet_Theory,2024-01-04,BUY,1.0889612465696386,1.086662822797939,0.1,-22.98423771699643,-22.984237716996706,240.0,0.6507728292594519,ORDER_BLOCK_BULLISH,ASIAN,H1,1.0866881694959265,1.0929234864561768,STOP_LOSS_HIT,200.0,0.02,0.6013182170400078
Silver_Bullet_Theory,2024-01-06,BUY,1.1156639182742587,1.118694866201801,0.1,30.30947927542327,30.30947927542271,180.0,0.9185052200544022,LIQUIDITY_SWEEP,ASIAN,M5,1.114230660906944,1.1190919045013519,TARGET_HIT,200.0,0.02,2.3859194614251065
