time,open,high,low,close,tick_volume,spread,real_volume
1741638600,1.4436200000000001,1.44385,1.44329,1.44337,351,3,0
1741638900,1.44337,1.44373,1.44325,1.44327,295,3,0
1741639200,1.4432800000000001,1.4435799999999999,1.44313,1.44356,329,3,0
1741639500,1.44356,1.44374,1.44347,1.4437,249,3,0
1741639800,1.44369,1.44435,1.44366,1.44417,416,3,0
1741640100,1.44417,1.44471,1.44411,1.44463,381,3,0
1741640400,1.44464,1.44542,1.44464,1.44533,398,3,0
1741640700,1.44531,1.44584,1.44531,1.4457900000000001,328,3,0
1741641000,1.4457900000000001,1.4457900000000001,1.44405,1.44538,670,4,0
1741641300,1.44539,1.44546,1.44499,1.44539,410,3,0
1741641600,1.44538,1.4454,1.44499,1.44516,310,3,0
1741641900,1.44516,1.44597,1.4451,1.4459,430,4,0
1741642200,1.4459,1.44607,1.44559,1.44565,322,4,0
1741642500,1.44565,1.44607,1.44562,1.44576,286,4,0
1741642800,1.44576,1.44611,1.44568,1.44595,355,4,0
1741643100,1.44596,1.44619,1.4458199999999999,1.44618,289,4,0
1741643400,1.4462,1.44668,1.4461300000000001,1.44665,297,4,0
1741643700,1.44663,1.44687,1.4463,1.44634,371,4,0
1741644000,1.44635,1.44687,1.44627,1.44681,343,4,0
1741644300,1.44681,1.44714,1.4466700000000001,1.4469,263,3,0
1741644600,1.44691,1.44724,1.44678,1.44682,441,3,0
1741644900,1.44682,1.44686,1.44628,1.44635,356,3,0
1741645200,1.44635,1.44646,1.44563,1.44564,415,3,0
1741645500,1.44564,1.44564,1.44476,1.44509,398,3,0
1741645800,1.44509,1.44509,1.44445,1.44446,390,3,0
1741646100,1.44451,1.44524,1.4442300000000001,1.44489,358,3,0
1741646400,1.4449,1.4449,1.44439,1.4448400000000001,451,3,0
1741646700,1.44483,1.44483,1.4442599999999999,1.4443,386,3,0
1741647000,1.44428,1.44465,1.44395,1.44455,344,3,0
1741647300,1.44463,1.4447,1.44394,1.4439899999999999,469,3,0
1741647600,1.444,1.4441899999999999,1.44355,1.44404,359,4,0
1741647900,1.44404,1.44404,1.44367,1.44381,138,4,0
1741648200,1.44381,1.44387,1.4436200000000001,1.44386,109,4,0
1741648500,1.44386,1.44397,1.44382,1.44386,83,4,0
1741648800,1.4439,1.4443,1.4439,1.44425,97,4,0
1741649100,1.44429,1.44479,1.44429,1.44459,180,5,0
1741649400,1.44459,1.44496,1.44456,1.44467,126,5,0
1741649700,1.44467,1.44469,1.44405,1.44454,131,4,0
1741650000,1.44451,1.44456,1.44441,1.44452,189,10,0
1741650300,1.44452,1.44452,1.44418,1.44437,203,10,0
1741650600,1.44435,1.44458,1.44414,1.4442599999999999,292,10,0
1741651500,1.44349,1.44353,1.44339,1.44347,18,38,0
